Project_Key,Component_Id,Self,Issue_Count
"SD","10070","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10070",1
"SD","10069","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10069",18
"SD","10052","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10052",10
"SD","10051","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10051",7
"SD","10050","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10050",2
"SD","10049","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10049",5
"SD","10048","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10048",4
"SD","10043","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10043",0
"SD","10036","https://emergingtechnologypartners.atlassian.net/rest/api/2/component/10036",9
