Issue_Key,Issue_Id,Fields_Summary,Fields_Priority_Name,Fields_Priority_Id,Fields_Assignee_AccountID,Fields_Project_Key,Fields_Project_Id,Fields_Created,Fields_Status_Name,Fields_Status_Category_Key,Fields_Issue_Type_Id,Fields_Issue_Type_Name,Fields_Reporter_AccountId,Fields_Updated,Fields_Duedate,Fields_Time_Estimate,Fields_Time_Original_Estimate
SD-798,10803,LICNEWNUT06 Nutanix BMC reset and BMC BIOS upgrade,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,25/01/2021,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,00:35.4,,,
SD-797,10802,PROD | ACCP | DR vnet peering,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,25/01/2021,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,00:49.5,,,
SD-796,10801,RE: CRM107100: Dev copy unavailable,3 - Routine,3,,SD,10000,25/01/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:335238bb-65f6-475b-9f77-62d765043821,14:34.1,,,
SD-795,10800,Dev copy unavailable,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,25/01/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,26:18.8,,,
SD-794,10799,Remove the old dimStat data on LICAZSDIM01,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,18/01/2021,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,27:36.2,,,
SD-793,10798,Service Desk Ticket Edited: T20210115.0090 - FW: Historical Datasets recovery    [ ref:_00D6F1gDOd._5006F2rHnIc:ref ] (Livestock Improvement Corporation),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,15/01/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,22:19.0,,,
SD-792,10797,Service Desk Ticket Edited: T20210109.0009 - Pagerduty - [#182789] CRITICAL: 'Filesystem /' on 'licazsdim01'    [ ref:_00D6F1gDOd._5006F2rHMYT:ref ] (Livestock Improvement Corporation),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,15/01/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,21:56.2,,,
SD-791,10796,Service Desk Ticket Edited: T20210114.0034 - ETP monthly server list required (January) (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/01/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,45:06.6,,,
SD-790,10795,Update NTP Server lists on Maui st and Newsteed Nutanix cluster,2 - High,2,5e9d294aca2a1d0c2e291362,SD,10000,12/01/2021,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,39:23.8,,,
SD-789,10794,Upgrade Nutanix BIOS at Maui,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/01/2021,Closed,done,10004,Change,5cd36088ee37080febef894c,34:49.8,,,
SD-788,10793,Upgrade Nutanix BIOS at Newstead,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,11/01/2021,Resolved,done,10004,Change,5cd36088ee37080febef894c,52:20.9,,,
SD-787,10792,Full Backup of NXPSAPAPPD07,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,11/01/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,59:34.8,,0,
SD-786,10791,Farmax - T&M - January 2021,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,7/01/2021,Closed,done,10002,Service Request,5a80c454d324b531c3d312a1,26:18.1,,0,
SD-785,10790,ProCare - Managed Services - January 2021,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,7/01/2021,Closed,done,10002,Service Request,5a80c454d324b531c3d312a1,59:50.1,,0,
SD-784,10789,File system backup of NZSAPAPPD07,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,31/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,12:14.9,,,
SD-783,10788,Backup Request for ECP Clone,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,30/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,06:49.9,,0,
SD-782,10787,Open SAP Dev ,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,29/12/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,05:48.3,,0,
SD-781,10786,Snap shot of NXPSAPAPPQ09,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,23/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,16:41.2,,,
SD-780,10785,Remove F: on NXPSAPAPPQ09,3 - Routine,3,,SD,10000,23/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,01:02.8,,0,
SD-779,10784,Turn on ftp verbose logging on zAnvil,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,23/12/2020,Resolved,done,10004,Change,5cd36088ee37080febef894c,19:12.6,,,
SD-778,10783,Turn on ftp verbose logging on zPrefect and zIceage,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,23/12/2020,Closed,done,10004,Change,5cd36088ee37080febef894c,15:00.6,,,
SD-777,10782,URGENT - S:\logs\SAPECT_CLONE on NXPSAPAPPQ09 keeps disappearing.,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,23/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,33:59.9,,,
SD-776,10781,RE: SD-767 Enable read only caching on F: drive (4TB disk),3 - Routine,3,,SD,10000,22/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e4948093-3e28-407a-94a9-66892e489774,08:02.5,,,
SD-775,10780,SIP processing error on Firewall,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,22/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,54:16.6,,,
SD-774,10779,SAP Dev,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,21/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:04.0,,,
SD-773,10778,NXP BW Dev,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,21/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:02.8,,,
SD-772,10777,RE: SD-767 Enable read only caching on F: drive (4TB disk),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,21/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e4948093-3e28-407a-94a9-66892e489774,31:12.0,,,
SD-771,10776,SAP Dev environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,21/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:05.7,,,
SD-770,10775,SAP BW Dev,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,18/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:04.5,,,
SD-769,10774,NXPSAPAPPQ09  - Open ports 3309 & 3209 ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,18/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,01:04.5,,0,
SD-768,10773,Change SAP UAT turn on time to 6AM,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,18/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,10:24.4,,,
SD-767,10772,Enable read only caching on F: drive (4TB disk),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,17/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,31:35.5,,,
SD-766,10771,SAP Development,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,17/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,11:38.6,,,
SD-765,10770,Additional 1TB increase F: for NXPSAPAPPQ09 ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,17/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,12:39.4,,0,
SD-764,10769,Fwd: Housekeeping app update,3 - Routine,3,,SD,10000,16/12/2020,Closed,done,10002,Service Request,,25:26.6,,,
SD-763,10768,Please move server to resource group nxp_rg_nonprod.  ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,16/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,13:16.5,,,
SD-762,10767,Please make a copy of SAP Prod VM,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,15/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,03:00.4,,0,
SD-761,10766,Service Desk Ticket Edited: T20201204.0010 - Anvil server connectivity issue every Thursday night (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,15/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,31:22.6,,,
SD-760,10765,SAP Dev ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,24:28.2,,,
SD-759,10764,URGENT - Whitelist new IP for supplies.co.nz order feed,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,37:29.8,,,
SD-758,10763,FW: SQL Trans Backups,3 - Routine,3,,SD,10000,9/12/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,18:03.5,,,
SD-757,10762,TCC - Azure VNET Peering,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,8/12/2020,Resolved,done,10004,Change,5cca25b8ab0c3c0e37e26e80,36:38.5,,,
SD-756,10761,CR for Newstead Windows/HyperV patching,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,7/12/2020,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,43:50.2,,,
SD-755,10760,RE: URGENT - Whitelist new IP for supplies.co.nz order feed,3 - Routine,3,,SD,10000,7/12/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:b495c1f5-137a-4a43-8484-8fd8dd3f9fd6,27:11.4,,,
SD-754,10759,URGENT - Whitelist new IP for supplies.co.nz order feed,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,7/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,42:38.7,,,
SD-753,10758,Additional disk requirement,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,7/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,44:53.4,,0,
SD-752,10757,Backup,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,4/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,52:33.5,,,
SD-751,10756,Farmax - T&M - December,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,4/12/2020,Closed,done,10002,Service Request,5a80c454d324b531c3d312a1,03:33.2,,0,
SD-750,10755,Whitelist IP address,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,3/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:002fa585-bf50-48d3-939d-1a1ba771b6c9,30:28.9,,,
SD-749,10754,SAP Dev environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,2/12/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:05.7,,,
SD-748,10753,RE: UAT CRM is down,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,30/11/2020,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,38:38.4,,,
SD-747,10752,ProCare - Managed Services - December,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,30/11/2020,Closed,done,10002,Service Request,5a80c454d324b531c3d312a1,03:20.4,,0,
SD-746,10751,IaaS Diagnostic Server,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,27/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,32:17.1,,,
SD-745,10750,SAP QA / Test (ECT) environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,27/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,31:22.8,,,
SD-744,10749,NXP SAP Dev ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,25/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,51:19.4,,,
SD-743,10748,NXP SAP Dev ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,24/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:04.2,,,
SD-742,10747,VPN to Firewall,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,23/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,57:16.0,,,
SD-741,10746,DB Backups,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,23/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,03:36.4,,0,
SD-740,10745,Upgrade LIC Veeam Solaris from v1 to v2 on zAnvil (Prod),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,23/11/2020,Closed,done,10002,Service Request,5cd36088ee37080febef894c,33:13.9,,,
SD-739,10744,Service Desk Ticket Edited: T20201119.0034 - ETP monthly server list required (November) please supply by end of month (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:44.3,,,
SD-738,10743,Login to WEBM,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:693e1eb0-1990-40f8-9b21-7173925073a0,51:43.3,,,
SD-737,10742,NXP Dev Environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,16:04.9,,,
SD-736,10741,LICNT1BATCHP01 - Veeam Incremental Backup Failed,3 - Routine,3,,SD,10000,18/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fea07212-40c5-4362-8db3-9f09e186a914,52:08.5,,,
SD-735,10740,LICNT1BATCHP01 - Veeam Incremental Backup Failed,3 - Routine,3,,SD,10000,17/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fea07212-40c5-4362-8db3-9f09e186a914,52:32.4,,,
SD-734,10739,NXP SAP Dev,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,17/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:01.2,,,
SD-733,10738,NXP SAP Dev,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,13/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:01.4,,,
SD-732,10737,NXP SAP Dev ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,12/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:01.6,,,
SD-731,10736,NXP SAP Dev environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,10/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:02.5,,,
SD-730,10735,Service Desk Ticket Edited: T20201102.0172 - I lost access to my ILMM data See earlier LSD-54559 (Livestock Improvement Corporation),3 - Routine,3,,SD,10000,10/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,11:08.2,,,
SD-729,10734,Service Desk Ticket Edited: T20201109.0049 - Installation of git package on licnt2batchd01 (Livestock Improvement Corporation),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,9/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,53:22.4,,,
SD-728,10733,NXP Ltd Firewall Refresh,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,9/11/2020,Resolved,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:82b4bad8-1b50-4a8b-a908-8f39108ff72c,36:22.5,,,
SD-727,10732,NXP SAP Dev,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,9/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,01:04.0,,,
SD-726,10731,Firewall HA failover not yet successfully tested,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,6/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,17:27.1,,,
SD-725,10730,Set up Backups,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,5/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,02:45.7,,0,
SD-724,10729,CR for Newstead Nutanix cluster update,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,3/11/2020,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,30:15.4,,,
SD-723,10728,Submit CR for Maui St cluster patching,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,3/11/2020,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,37:29.0,,,
SD-722,10727,LICNT2BATCHD01 - Veeam Incremental Backup Failed,3 - Routine,3,,SD,10000,2/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:25f29cd2-8675-4085-a326-e2f8712562f1,23:28.4,,,
SD-721,10726,ProCare - Managed Services - November,3 - Routine,3,5a80c454d324b531c3d312a1,SD,10000,2/11/2020,Closed,done,10002,Service Request,5a80c454d324b531c3d312a1,17:21.5,,0,
SD-720,10725,We have lost all cloud connection (ETP IaaS),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,35:38.3,,,
SD-719,10724,ETP IaaS firewall - port mirroring issue,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,59:07.6,,,
SD-718,10723,Whitelist,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,2/11/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:7bb4509d-6a82-44af-a753-8e45e3a218e0,53:29.5,,,
SD-717,10722,SAP Dev environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,2/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,43:02.9,,,
SD-716,10721,SIP ALG Helper Issue,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:05fa49e2-59ad-4533-87bb-b0a969de0daf,31:35.4,,,
SD-715,10720,Service Desk Ticket Edited: T20201102.0172 - I lost access to my ILMM data See earlier LSD-54559 (Livestock Improvement Corporation),3 - Routine,3,5cd36088ee37080febef894c,SD,10000,2/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,21:26.8,,,
SD-714,10719,LICNT2BATCHD01 - Veeam Incremental Backup Failed,3 - Routine,3,,SD,10000,1/11/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:25f29cd2-8675-4085-a326-e2f8712562f1,59:21.3,,,
SD-713,10718,LICNT2BATCHD01 - Veeam Backup Failed,3 - Routine,3,,SD,10000,30/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:25f29cd2-8675-4085-a326-e2f8712562f1,07:42.0,,,
SD-712,10717,server NXPSAPAPPQ01 startup,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,29/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:335238bb-65f6-475b-9f77-62d765043821,15:49.5,,0,
SD-711,10716,Submit CR to enable smb.conf log level 2 on zAnvil,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,28/10/2020,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fea07212-40c5-4362-8db3-9f09e186a914,06:18.6,,,
SD-710,10715,Re: ETP monthly server list required (September),3 - Routine,3,,SD,10000,28/10/2020,Done,done,10006,Task,5cca25b8ab0c3c0e37e26e80,16:29.8,,,
SD-709,10714,Server NXPSAPAPPD06,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,27/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:335238bb-65f6-475b-9f77-62d765043821,10:49.3,,0,
SD-708,10713,FW: Opsgenie Alert: [Grafana]: Solaris Non-prod Batch disk used alert,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,27/10/2020,Closed,done,10002,Service Request,5cbfd25c3d24270e75a8fa93,32:13.7,,,
SD-707,10712,Service Desk Ticket Edited: T20201022.0101 - FW: ETP monthly server list required (October) (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,23/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,58:55.3,,,
SD-706,10711,Submit CR & carry out vnet peering from LIC azs-vnet to lic-uat-ase-vnet,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,21/10/2020,Done,done,10006,Task,5cd36088ee37080febef894c,06:49.5,,,
SD-705,10710,NXP Development Environment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,20/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,08:42.1,,,
SD-704,10709,Enable SAMBA logging on zPrefect,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,19/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:25f29cd2-8675-4085-a326-e2f8712562f1,22:42.9,,,
SD-703,10708,RE: server NXPSAPAPPD07,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,59:37.5,,0,
SD-702,10707,FW: CRM106813: Activities required from NXP for S/4HANA Readiness Check ,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:900bc906-f194-4128-b886-1ac286ac20af,47:40.2,,0,
SD-701,10706,"New Server, networking incorrect?",3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:7bb4509d-6a82-44af-a753-8e45e3a218e0,16:24.5,,,
SD-700,10705,NXPSAPAPPD07 VM,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,19/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:7bb4509d-6a82-44af-a753-8e45e3a218e0,26:19.2,,0,
SD-699,10704,FW: Kiwirail Megaport links is down,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,15/10/2020,Closed,done,10001,Incident,5cbfd25c3d24270e75a8fa93,56:34.4,,,
SD-698,10703,LICNT1BATCHP01 - Veeam Incremental Backup Failed,3 - Routine,3,,SD,10000,15/10/2020,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fea07212-40c5-4362-8db3-9f09e186a914,57:25.2,,,
SD-697,10702,Upgrade LIC Veeam Solaris from v1 to v2 on zPrefect (Dev),4 - Service Request,4,5cd36088ee37080febef894c,SD,10000,15/10/2020,Closed,done,10002,Service Request,5cd36088ee37080febef894c,41:02.9,,,
