Issue_Key,Issue_Id,Fields_Summary,Fields_Priority_Name,Fields_Priority_Id,Fields_Assignee_AccountID,Fields_Project_Key,Fields_Project_Id,Fields_Created,Fields_Status_Name,Fields_Status_Category_Key,Fields_Issue_Type_Id,Fields_Issue_Type_Name,Fields_Reporter_AccountId,Fields_Updated,Fields_Duedate,Fields_Time_Estimate,Fields_Time_Original_Estimate
SD-1747,11758,Patching Batch Prod & MF Licensing Southeast 2022-09-28,4 - Service Request,4,62437973fd5e450070432282,SD,10000,19/09/2022,Peer review / change manager approval,indeterminate,10004,Change,62437973fd5e450070432282,10:36.5,,,
SD-1746,11757,Patching Batch Accp 2022-09-22,4 - Service Request,4,62437973fd5e450070432282,SD,10000,19/09/2022,Peer review / change manager approval,indeterminate,10004,Change,62437973fd5e450070432282,09:17.2,,,
SD-1745,11756,Patching Batch Dev & MF Licensing East 2022-09-20,3 - Routine,3,62437973fd5e450070432282,SD,10000,19/09/2022,Peer review / change manager approval,indeterminate,10004,Change,62437973fd5e450070432282,02:11.8,,,
SD-1744,11755,Enable & Configure Vulnerability assessment settings and setup Periodic scans,3 - Routine,3,6.26857E+23,SD,10000,19/09/2022,In Progress,indeterminate,10002,Service Request,6.26857E+23,48:51.9,,0,
SD-1743,11754,Nutanix Cluster Patching - 22nd Sep 2022,2 - High,2,62437973fd5e450070432282,SD,10000,19/09/2022,Peer review / change manager approval,indeterminate,10004,Change,62437973fd5e450070432282,00:51.4,,,
SD-1742,11753,Investigate current Mailbox archiving policies - NZHL,4 - Service Request,4,6.26857E+23,SD,10000,16/09/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,37:38.1,,,
SD-1741,11752,FW: [EMRGE] CVE-2022-22047 Elevation of Privilege Vulnerability affecting all Microsoft servers (Livestock Improvement Corporation),2 - High,2,62437973fd5e450070432282,SD,10000,16/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2018b2dc-6398-4922-8099-22878f102f0d,22:18.8,,,
SD-1740,11751,Add labels/tags to resources - NZHL,4 - Service Request,4,6.26857E+23,SD,10000,16/09/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,29:59.2,,,
SD-1739,11750,Recalled email report,2 - High,2,6.26857E+23,SD,10000,16/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,35:43.9,,0,
SD-1738,11749,Upgrade vnet-perimeter-auseast-002-bastion from Basic to Standard - NZGT ,2 - High,2,6.26857E+23,SD,10000,16/09/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,39:05.6,,,
SD-1737,11748,Urgent - User not able to login YiYang ,2 - High,2,62437973fd5e450070432282,SD,10000,16/09/2022,Work in progress,indeterminate,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a24949a5-808e-4388-b385-fc8226e920f0,03:17.7,,0,
SD-1736,11747,ICG all backups failing,2 - High,2,62437973fd5e450070432282,SD,10000,16/09/2022,Work in progress,indeterminate,10001,Incident,62437973fd5e450070432282,55:36.8,,,
SD-1735,11746,SCHS: Cloudflare WAF Exclusions Set 2,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,15/09/2022,Implementing,indeterminate,10004,Change,61e4f2a609633b0069a64d50,16:17.9,,,
SD-1734,11745,T20220908.0106 - Excel Issues,4 - Service Request,4,62437973fd5e450070432282,SD,10000,15/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a65b040a-7ef6-40ea-a670-a5f7f8b09e5b,57:14.7,,0,
SD-1733,11744,Host Not Reporting for at least 5 minutes on 'seadcpdaue02',2 - High,2,6.26857E+23,SD,10000,14/09/2022,Work in progress,indeterminate,10001,Incident,6.26857E+23,46:19.0,,,
SD-1732,11743,Sealink help accessing externally SQL database,2 - High,2,62437973fd5e450070432282,SD,10000,14/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0894b637-1120-4772-a178-02c707c8f7c5,44:43.7,,0,
SD-1731,11742,[Kordia Corp SQL]Switch SQL database recovery mode to Simple,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,14/09/2022,Closed,done,10004,Change,62b5201bb065974c3e25a69b,55:15.7,,,
SD-1730,11741,Urgent issues with NZGT User ,2 - High,2,62437973fd5e450070432282,SD,10000,14/09/2022,Work in progress,indeterminate,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a24949a5-808e-4388-b385-fc8226e920f0,17:48.3,,,
SD-1729,11740,T20220914.0012 - Fw: Top urgent- 3rd time The group policy client service failed the sign in,2 - High,2,62437973fd5e450070432282,SD,10000,14/09/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2010487f-9396-407e-b02d-63e6324103b0,43:54.7,,,
SD-1728,11739,FW: [Security Alert - 13 Sep 2022] Chromium browser (Google Chrome/Microsoft Edge)  (CVE-2022-3075) – Google Chromium Insufficient Data Validation (Zero Day),2 - High,2,6.26857E+23,SD,10000,13/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,34:52.6,,0,
SD-1727,11738,Fwd: CAPS - client secret expired for Test client,2 - High,2,6.26857E+23,SD,10000,13/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:086f82a5-0f2f-4e09-9d0a-081bba2194e5,09:56.8,,0,
SD-1726,11737,Pre-paid support hrs upgrade | Electra,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,13/09/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,12:10.9,,,
SD-1725,11736,Investigate RI's for Metlifecare,4 - Service Request,4,5cd36088ee37080febef894c,SD,10000,13/09/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,09:41.9,,,
SD-1724,11735,FW: T20220907.0069 - URGENT Reactivation of Prior User: Stewart Lockhart,2 - High,2,6.26857E+23,SD,10000,12/09/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,35:55.7,,0,
SD-1723,11734,Threat Intelligence Indicator of Compromise Hits – Malware Free Networks (UPDATE),2 - High,2,62437973fd5e450070432282,SD,10000,11/09/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:1062b235-547b-4a9f-92e1-c41f551d8bd0,54:05.7,,,
SD-1722,11733,Threat Intelligence Indicator of Compromise hits – Malware Free Networks (UPDATE),2 - High,2,,SD,10000,9/09/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:1062b235-547b-4a9f-92e1-c41f551d8bd0,10:00.9,,,
SD-1721,11732,T20220908.0069 - Heartbeat Issue,2 - High,2,62437973fd5e450070432282,SD,10000,9/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:5cedb39d-f9c9-48ea-ae9e-0f7ccc0ad642,46:00.1,,,
SD-1720,11731,Investigate warnings/events on licazebatchp01 | ASR - LIC,3 - Routine,3,62437973fd5e450070432282,SD,10000,9/09/2022,Work in progress,indeterminate,10001,Incident,628c7a2a1c97b5006f0af34f,25:16.7,,,
SD-1719,11730,Procare - clean up old images from ACR ,2 - High,2,62437973fd5e450070432282,SD,10000,9/09/2022,In Progress,indeterminate,10002,Service Request,62437973fd5e450070432282,18:56.5,,,
SD-1718,11729,Firewall change - nzhdnlinuxpdaue01 - KB IPs,2 - High,2,6.26857E+23,SD,10000,9/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,51:03.6,,0,
SD-1717,11728,T20220908.0116 - Missed heartbeat threshold exceeded issue,2 - High,2,62437973fd5e450070432282,SD,10000,8/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2010487f-9396-407e-b02d-63e6324103b0,38:34.2,,0,
SD-1716,11727,MFN: Threat Intelligence Indicator of Compromise hits – Malware Free Networks,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,8/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:1062b235-547b-4a9f-92e1-c41f551d8bd0,34:30.7,,,
SD-1715,11726,[Partners Life] SecureW2 Query - DigiCert is ending support for CBC ciphers in TLS connections,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,8/09/2022,Closed,done,10002,Service Request,61e4f2a609633b0069a64d50,30:47.4,,0,
SD-1714,11725,"[SCHS] Enable Cloudflare rule for \ASP.NET - Deserialization - CVE:CVE-2019-18935\"" on Logging mode""",2 - High,2,61e4f2a609633b0069a64d50,SD,10000,8/09/2022,Resolved,done,10004,Change,61e4f2a609633b0069a64d50,17:11.5,,0,
SD-1713,11724,[Electra] Update Static Routes (UDRs) for Prod Spoke VNet within Hub VNet gateway and server subnet route table,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,7/09/2022,Resolved,done,10004,Change,61e4f2a609633b0069a64d50,44:19.2,,,
SD-1712,11723,SKU changes for NZGT,2 - High,2,6.26857E+23,SD,10000,7/09/2022,In Progress,indeterminate,10002,Service Request,5cd36088ee37080febef894c,30:58.9,,,
SD-1711,11722,Restart VM NZCRMSQLSTG01 for SentinelOne activation,4 - Service Request,4,6.26857E+23,SD,10000,7/09/2022,Resolved,done,10004,Change,6.26857E+23,11:36.0,,0,
SD-1710,11721,VPN Network traffic to prod BC servers,2 - High,2,6.26857E+23,SD,10000,7/09/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,56:01.4,,0,
SD-1709,11720,[NZGT] No metric data displayed in New Relic,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,7/09/2022,Closed,done,10002,Service Request,62b5201bb065974c3e25a69b,32:57.2,,,
SD-1708,11719,RE: Unhealthy alerts for the Backend server from Prod App Gateway,2 - High,2,6.26857E+23,SD,10000,6/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,15:43.9,,,
SD-1707,11718,WINDBP39.internal.local is running out of log file space,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,6/09/2022,Closed,done,10005,Problem,62b5201bb065974c3e25a69b,23:18.9,,,
SD-1706,11717,NZGT: Reboot window for NZ DC 002,2 - High,2,62437973fd5e450070432282,SD,10000,5/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,03:42.9,,0,
SD-1705,11716,URGENT NZGT: SentinelOne not present on some Servers,2 - High,2,6.26857E+23,SD,10000,5/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,31:41.9,,0,
SD-1704,11715,Watercare Azure Stack HCI Remediation,2 - High,2,5cd36088ee37080febef894c,SD,10000,2/09/2022,Pending,indeterminate,10002,Service Request,5cd36088ee37080febef894c,04:40.3,,,
SD-1703,11714,FW: Mailbox license,3 - Routine,3,628c7a2a1c97b5006f0af34f,SD,10000,2/09/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,13:32.5,,,
SD-1702,11713,FW: Aura Audit Report - follow-up 8.5 SQL Server Auditing is disabled,2 - High,2,6.26857E+23,SD,10000,1/09/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,07:06.3,,0,
SD-1700,11711,Add subnet to el-ho-ss-01-lgw,2 - High,2,6.26857E+23,SD,10000,1/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,49:59.1,,0,
SD-1699,11710,Link two Microsoft MCID to the Kordia Microsoft Partner portal,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,1/09/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:c45abce4-4de5-4837-8361-419da030ac6d,03:24.8,,,
SD-1698,11709,Sealink - change powershell language mode on SRV-SL-00 to fulllanguage,3 - Routine,3,62437973fd5e450070432282,SD,10000,1/09/2022,Closed,done,10004,Change,62437973fd5e450070432282,03:50.5,,0,
SD-1697,11708,Deployment issue to demo and production,2 - High,2,5ce772674401890dcab40be3,SD,10000,31/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:88582b39-3ede-43d0-b4aa-da842769d732,01:08.7,,,
SD-1696,11707,test ticket 473873,2 - High,2,,SD,10000,31/08/2022,Done,done,10006,Task,62437973fd5e450070432282,51:36.8,,,
SD-1695,11706,RE: NZ Clear Migration - Visual Studio,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,31/08/2022,In Progress,indeterminate,10002,Service Request,62b5201bb065974c3e25a69b,40:19.6,,,
SD-1694,11705,RE: NZ Clear Migration - Visual Studio,2 - High,2,,SD,10000,31/08/2022,Closed,done,10002,Service Request,62b5201bb065974c3e25a69b,28:33.4,,,
SD-1693,11704,RE: NZ Clear Migration - Visual Studio,2 - High,2,,SD,10000,31/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,27:53.9,,,
SD-1692,11703,Re: NZ Clear Migration - Visual Studio,2 - High,2,,SD,10000,31/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,26:38.5,,,
SD-1691,11702,"FW: Scheduled maintenance for 2 networks in organization NZGT following template \NZGT Wireless - Template - wireless\""""",2 - High,2,61e4f2a609633b0069a64d50,SD,10000,31/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,41:11.0,,,
SD-1690,11701,Deploy new AVD UAT Pool,3 - Routine,3,615a6840a70710006984c390,SD,10000,31/08/2022,Closed,done,10004,Change,615a6840a70710006984c390,44:37.2,,,
SD-1689,11700,Decommission original Test and UAT AVD pools,2 - High,2,615a6840a70710006984c390,SD,10000,31/08/2022,Closed,done,10004,Change,615a6840a70710006984c390,04:14.0,,,
SD-1688,11699,"Azure Arc Bridge not working, seems to be in preview mode only at the moment",3 - Routine,3,628c7a2a1c97b5006f0af34f,SD,10000,31/08/2022,Closed,done,10001,Incident,628c7a2a1c97b5006f0af34f,49:34.3,,,
SD-1687,11698,Azure Monitor doesn't work from the WAC server - Watercare,3 - Routine,3,628c7a2a1c97b5006f0af34f,SD,10000,31/08/2022,Closed,done,10001,Incident,628c7a2a1c97b5006f0af34f,32:38.5,,,
SD-1686,11697,[SCHS] Sitecore Azure WAF Prod - enable Prevention mode,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,30/08/2022,Closed,done,10004,Change,61e4f2a609633b0069a64d50,06:13.8,,0,
SD-1685,11696,T20220823.0110 - Leaver: Kelly Yu 26/08/2022,2 - High,2,6.26857E+23,SD,10000,30/08/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0fa8a242-1648-48aa-944e-bf9a535c6de4,24:05.6,,0,
SD-1684,11695,nz-filebeat01 not reporting in NZGT,2 - High,2,62437973fd5e450070432282,SD,10000,30/08/2022,Work in progress,indeterminate,10001,Incident,62437973fd5e450070432282,07:27.5,,0,
SD-1683,11694,[Electra] Upgrade VM Size for elbcappdvaue01 Temporarily for SD-1680,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,30/08/2022,Closed,done,10004,Change,61e4f2a609633b0069a64d50,52:50.3,,,
SD-1682,11693,Investigate failed backups on ictharstern01 - ICG,3 - Routine,3,62437973fd5e450070432282,SD,10000,30/08/2022,Work in progress,indeterminate,10001,Incident,628c7a2a1c97b5006f0af34f,58:55.2,,0,
SD-1681,11692,[Kordia Corps ] Disk space usage > 95% on WINDBP45,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,30/08/2022,Closed,done,10001,Incident,62b5201bb065974c3e25a69b,24:59.2,,,
SD-1680,11691,[Electra] VM Size Upgrade,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,30/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,52:35.4,,0,
SD-1679,11690,VM Size Upgrade,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,30/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,23:20.3,,,
SD-1678,11689,ICG Host Not Reporting for at least 5 minutes on 'icavdpdaue-0,2 - High,2,62437973fd5e450070432282,SD,10000,30/08/2022,Closed,done,10001,Incident,62437973fd5e450070432282,01:09.0,,0,
SD-1677,11688,Decommission NZ-C0001 and NZ-C0002,4 - Service Request,4,62437973fd5e450070432282,SD,10000,29/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,05:26.1,,0,
SD-1676,11687,elbcappdvaue01 not responding,2 - High,2,62437973fd5e450070432282,SD,10000,29/08/2022,Closed,done,10001,Incident,62437973fd5e450070432282,04:25.5,,0,
SD-1675,11686,"Install Syncsort license in dev, accpt, prod",2 - High,2,62437973fd5e450070432282,SD,10000,29/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,05:34.5,,0,
SD-1674,11685,T20220829.0005 - NEW STARTER SAGE ACCPAC ACCESS FOR TODAY ,2 - High,2,62437973fd5e450070432282,SD,10000,29/08/2022,Closed,done,10002,Service Request,62437973fd5e450070432282,46:32.4,,0,
SD-1673,11684,Transactional logs SQL backups - NZGT ,4 - Service Request,4,62b5201bb065974c3e25a69b,SD,10000,29/08/2022,Peer review / change manager approval,indeterminate,10004,Change,628c7a2a1c97b5006f0af34f,32:05.3,,0,
SD-1672,11683,Urgent issue - AVD Login ,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,28/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:5cedb39d-f9c9-48ea-ae9e-0f7ccc0ad642,25:09.3,,,
SD-1671,11682,[SCHS] WAF configuration for Adviser Gateway (Admin login),3 - Routine,3,61e4f2a609633b0069a64d50,SD,10000,26/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:601ab4ae-5a78-46fd-bbaa-80f888e6eade,23:21.3,,0,
SD-1670,11681,Investigate RI's & provide suggestions - Sealink ,4 - Service Request,4,5cd36088ee37080febef894c,SD,10000,26/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,38:30.4,,,
SD-1669,11680,Service Desk Ticket Edited: T20220826.0055 - EMRGE -  SYNCSORT License Key update <IMPORTANT> (Livestock Improvement Corporation),2 - High,2,62437973fd5e450070432282,SD,10000,26/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:02.3,,0,
SD-1668,11679,NZGT VBR Backup error with Secondary file backup copy,2 - High,2,62437973fd5e450070432282,SD,10000,25/08/2022,Under investigation,indeterminate,10005,Problem,6.26857E+23,04:41.9,,0,
SD-1667,11678,Review Soft Delete policy on storage accounts - NZHL ,4 - Service Request,4,6.26857E+23,SD,10000,25/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,46:47.8,,0,
SD-1666,11677,Investigate Azure policy to enforce requiring incoming client certificates - NZHL ,4 - Service Request,4,6.26857E+23,SD,10000,25/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,42:28.4,,0,
SD-1665,11676,"FW: [Security Alert - 23 Aug 2022] Multiple security vulnerability advisory (known exploited) - Google Chrome, Microsoft Windows",2 - High,2,62437973fd5e450070432282,SD,10000,25/08/2022,Closed,done,10002,Service Request,62437973fd5e450070432282,04:53.6,,0,
SD-1664,11675,FW: LIC Server Decommission - LICNEWDA02 - APPROVED    [ ref:_00D6F1gDOd._5006F3A0EUY:ref ],2 - High,2,62437973fd5e450070432282,SD,10000,25/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,06:24.4,,0,
SD-1663,11674,FW: SCHS: Azure WAF - Managed Service,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,24/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,33:09.4,,,
SD-1662,11673,AVD session host alert- nz-avd-prodSH03,2 - High,2,62437973fd5e450070432282,SD,10000,24/08/2022,Closed,done,10001,Incident,6.26857E+23,25:10.8,,0,
SD-1661,11672,"ProCare Liveness prove failing for api, palliativecareapi and rsqjob pods in prod, test and dev",2 - High,2,62437973fd5e450070432282,SD,10000,24/08/2022,Closed,done,10001,Incident,62437973fd5e450070432282,06:44.1,,,
SD-1660,11671,Fwd: Patch update of NZGT DCs,2 - High,2,6.26857E+23,SD,10000,24/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,54:21.3,,0,
SD-1659,11670,FW: Digital Certificate Request Denial Warning,4 - Service Request,4,6.26857E+23,SD,10000,23/08/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,06:02.6,,0,
SD-1658,11669,RE: VM Name: NZGT Sage. High Memory usage,2 - High,2,6.26857E+23,SD,10000,23/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,25:01.5,,,
SD-1657,11668,Remove TharsternPOC-RG ,4 - Service Request,4,6.26857E+23,SD,10000,23/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,14:55.9,,0,
SD-1656,11667,VM Name: NZGT Sage. High Memory usage,2 - High,2,6.26857E+23,SD,10000,23/08/2022,Closed,done,10001,Incident,6.26857E+23,01:08.4,,,
SD-1655,11666,[SCHS] Sitecore Azure WAF Upgrades and Exclusions,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,23/08/2022,Resolved,done,10004,Change,61e4f2a609633b0069a64d50,34:37.0,,0,
SD-1654,11665,Re: Unhealthy alerts for the Backend server from Prod App Gateway,2 - High,2,6.26857E+23,SD,10000,23/08/2022,Closed,done,10001,Incident,6.26857E+23,01:08.4,,0,
SD-1653,11664,SQL DB vulnerability checks didn't note the drift from the baselines set,3 - Routine,3,6.26857E+23,SD,10000,22/08/2022,Under investigation,indeterminate,10005,Problem,6.26857E+23,58:30.3,,0,
SD-1652,11663,Incorrect number of SQL vulnerability results on Azure Portal,3 - Routine,3,6.26857E+23,SD,10000,22/08/2022,Closed,done,10005,Problem,6.26857E+23,16:14.2,,0,
SD-1651,11662,Archive tier restore from AWS - scale out repo - NZGT,4 - Service Request,4,62437973fd5e450070432282,SD,10000,22/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,53:45.3,,,
SD-1650,11661,Disable Donny’s access,4 - Service Request,4,628c7a2a1c97b5006f0af34f,SD,10000,22/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,22:30.8,,,
SD-1649,11660,Apply Reservations to LIC Azure subscription ,4 - Service Request,4,628c7a2a1c97b5006f0af34f,SD,10000,22/08/2022,Closed,done,10002,Service Request,5cd36088ee37080febef894c,37:50.3,,,
SD-1648,11659,[ICG] New Relic alert: Disk Used % > 85.0 for at least 5 minutes on 'icavdpdaue-0 (C:)',2 - High,2,62b5201bb065974c3e25a69b,SD,10000,22/08/2022,Closed,done,10001,Incident,62b5201bb065974c3e25a69b,30:51.9,,0,
SD-1647,11658,T20220822.0100 - Outlook issues,2 - High,2,6.26857E+23,SD,10000,22/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2010487f-9396-407e-b02d-63e6324103b0,41:03.3,,0,
SD-1646,11657,FW: NZ Guardian Trust CTSA down - T20220822.0018,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,22/08/2022,Closed,done,10001,Incident,628c7a2a1c97b5006f0af34f,23:12.1,,,
SD-1645,11656,Re: NZ Clear Migration - Visual Studio,2 - High,2,6.26857E+23,SD,10000,19/08/2022,Closed,done,10005,Problem,6.26857E+23,01:46.4,,0,
SD-1644,11655,ProCare - put TLS certs in Key Vault and have as a secret passed to ingress controllers,3 - Routine,3,62437973fd5e450070432282,SD,10000,19/08/2022,Planning,new,10004,Change,5ce772674401890dcab40be3,08:03.0,,,
SD-1643,11654,Re: Issues with an updating an expired Cert,2 - High,2,5ce772674401890dcab40be3,SD,10000,19/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:cdee17b0-98de-4c26-bf37-ca4f5c408676,35:10.3,,,
SD-1642,11653,Kordia SecOps Customer Advisory - Apple Zero Day Security Patches,3 - Routine,3,628c7a2a1c97b5006f0af34f,SD,10000,19/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:1062b235-547b-4a9f-92e1-c41f551d8bd0,19:39.7,,,
SD-1641,11652,Re: Issues with an updating an expired Cert,2 - High,2,5ce772674401890dcab40be3,SD,10000,19/08/2022,Closed,done,10001,Incident,628c7a2a1c97b5006f0af34f,40:50.4,,,
SD-1640,11651,Issues with an updating an expired Cert,1 - Critical,1,5ce772674401890dcab40be3,SD,10000,19/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,35:44.2,,,
SD-1639,11650,"FW: <Security Alert> Windows standalone security patch (KB5012170 - Security update for Secure Boot DBX) update causing BitLocker recovery screens, boot issues.",2 - High,2,62437973fd5e450070432282,SD,10000,19/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,15:51.4,,0,
SD-1638,11649,Migrate VM's from EA to CSP Subscription - ICG ,4 - Service Request,4,6.26857E+23,SD,10000,18/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,00:29.8,,0,
SD-1637,11648,Patching Batch Prod & MF Licensing Southeast 2022-08-23,3 - Routine,3,62437973fd5e450070432282,SD,10000,18/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,06:54.0,,,
SD-1636,11647,[SCHS] Partial (CNAME) Zone Issue when Parent Domain is on Cloudflare via Full Setup,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,17/08/2022,Closed,done,10001,Incident,61e4f2a609633b0069a64d50,01:07.1,,,
SD-1635,11646,"[SCHS] ACM Cert Creation Failed due to \host field must have at least 1 items\""""",2 - High,2,61e4f2a609633b0069a64d50,SD,10000,17/08/2022,Closed,done,10001,Incident,61e4f2a609633b0069a64d50,01:07.2,,,
SD-1634,11645,[SCHS] Issue with duplicate POST when ws.southerncross.co.nz going via Cloudflare,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,17/08/2022,Work in progress,indeterminate,10001,Incident,61e4f2a609633b0069a64d50,35:34.0,,0,
